Who?	Sino?
He believes that he is a hero.	Ang isip niya'y bayani siya.
He can speak a little English.	Marunong siya ng konting Ingles.
He gave each of them a pencil.	Binigyan niya ang bawat isa ng lapis.
He lives just across the road.	Nakatira siya sa kabila ng daan.
He loves going to the theater.	Gusto niyang napuntang teatro.
He married a very pretty girl.	Nagasawa siya ng napakagandang babae.
He stayed at his aunt's house.	Nanatili siya sa bahay ng tiyahin niya.
He took his bike to the store.	Dinala niya ang kanyang bisikleta sa tindahan.
He was looking out the window.	Nakatanaw siya sa labas ng bintana.
He was ready to face his fate.	Handa na siyang harapin ang kapalaran niya.
He whispered something to her.	May binulong siya sa kanya.
He will be killed by his boss.	Papatayin siya ng amo niya.
He wrote this novel at twenty.	Sinulat niya itong nobela noong beynte siya.
Her house is across the river.	Sa kabila ng ilog ang bahay niya.
I accompanied him on the trip.	Sinamahan ko siya sa biyahe.
I am thinking of going abroad.	Isip ko'y mag-aabrod ako.
I asked Tom to close the door.	Pinasara ko kay Tomas ang pinto.
I caught three fish yesterday.	Nakahuli ako ng tatlong isda kahapon.
I couldn't catch what he said.	Hindi ko makuha ang sinabi niya.
I didn't say I would help you.	Hindi ko sinabing tutulungan kita.
I do my homework after school.	Ginagawa ko ang takdang-aralin pagkauwi mula sa eskwelahan.
I don't know how much it cost.	Hindi ko alam kung magkano 'to.
I don't want to fail my exams.	Ayoko bumagsak sa aking mga pagsusulit.
I gave my sister a dictionary.	Binigyan ko ang kapatid ko ng diksiyunaryo.
I got a good grade in English.	Magaling ang marka ko sa Ingles.
I got up early in the morning.	Gumising akong maaga sa umaga.
I have not read all the books.	Di ko pa nabasa ang lahat ng aklat.
I have nothing to add to that.	Wala akong maiidagdag doon.
I hope I'm not disturbing you.	Sana'y hindi kita naaabala.
I just don't know what to say.	Di ko lang talaga alam kung ano sasabihin.
I know that you are a teacher.	Alam kong guro ka.
I know that you are a teacher.	Alam kong maestro ka.
I know that you are a teacher.	Alam kong titser ka.
I like science fiction better.	Mas gusto ko ang siyensiyang piksiyon.
I met my friend on the street.	Natagpo ko ang kaibigan ko sa kalye.
I planted roses in the garden.	Nagtanim ako ng rosas sa hardin.
I put the money into the safe.	Nilagay ko ang pera sa kaha de yero.
I really don't want you to go.	Ayaw ko talagang umalis ka.
I think he'll understand this.	Isip ko'y maiintindihan niya ito.
I think his life is in danger.	Tingin ko nanganganib ang buhay niya.
I want us to start over again.	Gusto kong magsimula ulit tayo.
I wanted to go to the concert.	Gusto ko sanang pumunta sa concert.
I was waiting for a long time.	Naghintay ako nang matagal.
I went inside to drink coffee.	Pumasok ako sa loob para uminom ng kape.
I will be seventeen next week.	Maglalabing-pitong taon na ako nang kasunod na linggo.
I wish I were a little taller.	Sana mas matangkad ako nang kaunti.
I've no idea what's happening.	Hindi ko alam kung ano'ng nangyayari.
It is fun to speak in English.	Nakakatuwa ang mag-ingles.
It'll soon be time for dinner.	Malapit nang mag-hapunan.
It's late, so turn off the TV.	Tanghali na, kaya patayin mo ang telebisyon.
Look at me when I talk to you!	Tingnan mo ako pag kinakausap kita!
Look it up in your dictionary.	Hanapin mo sa diksiyunaryo.
Mathematics is her weak point.	Mahina siya sa sipnayan.
May I have a road map, please?	Pakiabot ng mapa ng kalye, nga?
May I recommend another hotel?	Puwede ko bang irekomenda ang ibang otel?
Only peace can save the world.	Ang kapayapaan lamang ang makakaligtas ng daigdig.
Please come whenever you like.	Pumunta ka lang kapag gusto mo.
Please take these dishes away.	Pakialis nga nitong mga pinggan.
She did not turn up after all.	Di siya sumipot nga.
She dried her face on a towel.	Tinuyo niya ang kanyang mukha sa tuwalya.
She made coffee for all of us.	Gumawa siya ng kape para sa lahat kami.
She made coffee for all of us.	Gumawa siya ng kape para sa lahat tayo.
She met her uncle at the shop.	Nakita niya ang tiyuhin niya sa tindahan.
She studies English every day.	Nag-aaral siya ng Ingles araw-araw.
She was living alone in a hut.	Tumira siyang mag-isa sa bahay kubo.
That incident made him famous.	Ang pangyayaring iyon ang nagpasikat sa kanya.
The baby isn't crying anymore.	Di na umiiyak ang beybi.
The children's room is a mess.	Magulo ang kuwarto ng mga bata.
The government was overthrown.	Napabagsak ang pamahalaan.
The old clock is still in use.	Ginagamit pa ang lumang orasan.
The ship is bound for Finland.	Papuntang Finland ang barko.
There is a glass on the table.	May baso sa mesa.
There is no other explanation.	Wala nang iba pang paliwanag.
They are having breakfast now.	Nag-aalmusal sila ngayon.
They were alarmed at the news.	Nagulat sila sa balita.
This chair is made of plastic.	Gawa sa plastik ang silya.
This chair is made of plastic.	Gawa sa plastik ang upuan.
This fruit doesn't taste good.	Hindi masarap ang prutas na ito.
This morning it was very cold.	Talagang malamig nitong umaga.
To my surprise, she was alive.	Sa kagitlaan ko, buhay siya.
Tom almost spilled his coffee.	Muntik nang natabig ni Tomas ang kape niya.
Tom and Mary have no children.	Walang anak sina Tomas at Maria.
Tom certainly complains a lot.	Talaga namang mareklamo si Tom.
Tom has something to ask Mary.	May gustong itanong si Tomas kay Maria.
Tom hid himself under the bed.	Nagtago si Tomas sa ilalim ng kama.
Tom thanked Mary for her help.	Pinasalamatan ni Tom si Mary para sa kanyang tulong.
Tom was on the verge of tears.	Paiyak na si Tomas.
Tom went back to his hometown.	Bumalik si Tomas sa kanyang bayang sinilangan.
Tom went back to his hometown.	Bumalik si Tom sa bayan niyang sinilangan.
Velvet pants are out of style.	Hindi na uso ang pantalong velvet.
We like swimming in the ocean.	Gusto naming lumangoy sa karagatan.
What do your friends call you?	Anong tawag ng mga kaibigan mo sa iyo?
What kind of work will you do?	Ano'ng klaseng trabaho ang papasukan mo?
Where are the toilets, please?	Nasaan po ang banyo?
Where do you watch television?	Saan ka nanuod ng telebisyon?
Who is going to speak tonight?	Sinong magsasalita ngayong gabi?
Why didn't you say so earlier?	Ba't di mo mas maagang sinabi?
Why do you want to be a nurse?	Bakit gusto mong maging nars?
Why were you absent yesterday?	Bakit ka liban kahapon?
You can certainly rely on him.	Siguradong makaaasa ka sa kanya.
You can eat whatever you like.	Kumain ka ng anumang gusto mo.
You really are fond of eating.	Gusto mo talagang kumain.
You should do that right away.	Gawin mo na iyan agad.
You'd better go there on foot.	Dapat maglakad ka lang papunta doon.
You're respected by everybody.	Tinitingala ka ng lahat.
Your parents ought to know it.	Dapat malaman ng magulang mo iyon.
A dog followed me to my school.	May asong sumunod sa akin sa paaralan.
Another bottle of wine, please.	Isa pang bote ng alak, po.
Can I have the key now, please?	Pakibigay ho ang susi sa akin, nga?
Come along with us if you like.	Sumama ka sa amin kung gusto mo.
Cookie's house is made of wood.	Gawa sa kahoy ang bahay ni Kuki.
Don't cut in with your remarks.	Huwag mong isingit ang mga puna mo.
First of all, I will read this.	Sa umpisa, babasahin ko ito.
He couldn't take it any longer.	Hindi na niya matiis.
He disappeared without a trace.	Nawala sya na parang bula.
He has been dead for ten years.	Patay na siya nang sampung taon na.
He is something of a celebrity.	Para siyang selebriti.
He is the tallest in his class.	Pinakatangkad siya sa klase niya.
He threw a stone into the pond.	Naghagis siya ng bato sa lawa.
He took a picture of the koala.	Nilitratuhan niya ang koala.
He understood he could not win.	Alam niyang hindi siya mananalo.
He's a science fiction fanatic.	Panatiko siya ng siyensiyang piksiyon.
Her hope is to become a doctor.	Ang hiling niya ay maging manggagamot.
I am going to America by plane.	Pupunta ako sa America sa pamamagitan ng eroplano.
I am thankful for the holidays.	Nagpapasalamat ako para sa bakasyon.
I am very interested in French.	Talagang interesado ako sa Pranses.
I asked him about his new book.	Tinanong ko siya tungkol sa bagong libro niya.
I didn't know he drank so much.	Hindi ko alam na malakas pala siya uminom.
I don't want to miss the plane.	Ayaw kong mamis ang eroplano.
I don't want to read this book.	Di ko gustong basahin itong libro.
I don't wear shoes in my house.	Hindi ako nagsusuot ng sapatos sa loob ng bahay ko.
I don't wear shoes in my house.	Hindi ako nagsusuot ng sapatos sa loob ng aking bahay.
I feel that something is wrong.	Pakiramdam kong may mali.
I gave my brother a dictionary.	Binigyan ko ng diksyunaryo ang aking lalaking kapatid.
I have a dictionary in my hand.	May diksiyunaryo ako sa kamay ko.
I have never been there myself.	Ako mismo'y di pa nakakarating doon.
I have no time to write to her.	Wala akong oras na sulatan siya.
I have seen the picture before.	Nakita ko na ang larawan.
I have to reply to this letter.	Dapat sumagot ako sa sulat na ito.
I like your pair of eyeglasses.	Gusto ko ang salamin mo.
I myself have never seen a UFO.	Ako mismo ay hindi pa nakakakita ng UFO.
I need to get my oboe repaired.	Kailangan kong ipaayos ang oboe ko.
I saw someone go into the room.	Nakita ko 'yong taong pumasok sa silid.
I was invited to dinner by her.	Inimbitahan niya akong mag-hapunan.
I wish I could buy that guitar.	Sana mabili ko ang gitarang iyan.
I wrote her a letter every day.	Sinulatan ko siya araw-araw.
I'm going to Paris in the fall.	Papuntang Paris ako sa otonyo.
I'm going to Paris in the fall.	Pupunta ako sa Paris sa taglagas.
I'm sorry, I don't have change.	Pasensya na, wala akong panukli.
It has been raining off and on.	Pabalik-balik ang ulan.
It's a waste of time and money.	Aksaya iyon ng oras at pera.
It's getting warmer and warmer.	Umiinit na nang umiinit.
Let's get our photograph taken.	Magpakuha tayo ng litrato.
Mary is interested in politics.	Interesado si Maria sa politika.
My hobby is playing the guitar.	Paggigitara ang hilig ko.
My mother is cooking breakfast.	Nagluluto ng almusal ang nanay ko.
Neither you nor I are mistaken.	Walang mali sa ating dalawa.
Nobody will believe that rumor.	Walang maniniwala sa tsismis na iyon.
Not everybody succeeds in life.	Hindi lahat ay nagtatagumpay sa buhay.
Our school is near the station.	Malapit ang aming paaralan sa istasyon.
She doesn't like wearing heels.	Hindi siya mahilig magtakong.
She had achieved her objective.	Natupad na niya ang layunin niya.
She has a great fear of snakes.	Talagang takot siya sa mga ahas.
She held on to my hand tightly.	Mahigpit niyang hinawakan ang kamay ko.
She rarely goes out on Sundays.	Bihira siyang lumabas kapag Linggo.
She was brought up by her aunt.	Pinalaki siya ng kanyang tiyahin.
That kid kept crying for hours.	Umiyak yung bata nang ilang oras.
That's almost impossible to do.	Halos imposibleng gawin 'yan.
The children are growing tired.	Napapagod na ang mga bata.
The frog came out of the water.	Lumabas ang palaka sa tubig.
The music stopped for a minute.	Tumigil ang musika nang saglit.
There are many hotels downtown.	Maraming otel sa dawntawn.
There is a Picasso on the wall.	May Picasso sa dingding.
There is a picture on the wall.	May litrato sa dingding.
There is a time for everything.	May oras para sa lahat.
There is no use talking to her.	Walang kuwenta siyang kausapin.
There's still a long way to go.	Malayo pa.
They are in favor of your plan.	Pabor sila sa plano mo.
They say that he's still alive.	Sabi nila'y buhay pa siya.
This bus can hold fifty people.	Kasya ang limampung tao sa bus.
This word has a double meaning.	Dobleng ibig-sabihin itong salita.
Tom arrived half an hour early.	Dumating si Tomas nang kalahating oras na maaga.
Tom can't control his children.	Di makontrol ni Tomas ang mga anak niya.
Tom couldn't speak French well.	Di masyadong marunong magpranses si Tomas.
Tom forgot Mary's phone number.	Nakalimutan ni Tom ang numero ni Mary.
Tom hardly ever loses at chess.	Halos hindi natatalo sa Tom sa chess.
Tom is a stranger in this town.	Dayuhan si Tomas sa bayang ito.
Tom was sent here to take over.	Pinadala dito si Tom para pumalit.
Waiter, please split the check.	Waiter, pakisingil kami nang hiwa-hiwalay.
We took part in the discussion.	Sumali kami sa usapan.
We wear uniforms at our school.	Nagsusuot kami ng uniporme sa aming paaralan.
We went to the mountain to ski.	Nagpuntang bundok kami para mag-iski.
We've got to protect ourselves.	Kailangan nating protektahan ang ating mga sarili.
We've just cleaned the toilets.	Kalilinis lang namin ng mga kubeta.
What kind of books do you need?	Anong klaseng libro ang kailangan mo?
What's this got to do with Tom?	Anong kinalaman nito kay Tom?
When are we eating? I'm hungry!	Kailan tayo kakain? Gutom na ako!
Where is the nearest telephone?	Saan ang malapit na telepono?
Why didn't you use a pay phone?	Bakit hindi ka gumamit ng pay phone?
Why do you want to leave today?	Bakit gusto mong umalis ngayon?
Would anybody like more coffee?	Meron bang gusto pa ng kape?
Would you please open the door?	Pakibukas mo nga ng pinto?
Write an essay on "Friendship".	Magsulat ng sanaysay tungkol sa "Pagkakaibigan".
You may invite anyone you like.	Maaari mong imbitahin ang kahit na sinong gusto mo.
You should rest after exercise.	Dapat magpahinga ka pagkatapos ng eksersays.
You'll forget about me someday.	Makakalimutan mo rin ako balang araw.
You're asking the wrong person.	Hindi ako ang dapat mong tanungin.
Your name is first on the list.	Una ang pangalan mo sa listahan.
A strong wind blew all day long.	Malakas ang hangin buong araw.
About how many books do you own?	Mga ilang libro meron ka?
All plants need water and light.	Lahat ng halaman ay kailangan ang tubig at ilaw.
Astronomy is an expensive hobby.	Mahal na hobi ang astronomiya.
Can you count to ten in Chinese?	Marunong ka bang magbilang hanggang sampu sa Intsik?
Do you have a complaint to make?	Mayroon ka bang reklamo?
Do you know how to play mahjong?	Marunong ka bang magmahjong?
Everything is getting expensive.	Nagiging mahal ang lahat.
He always borrows money from me.	Palagi siyang humihiram ng pera sa akin.
He asked me whether I like math.	Tinanong niya kung gusto ko ang math.
He had his car stolen yesterday.	Nanakaw 'yong kotse niya kahapon.
He really likes science fiction.	Talagang gusto niya ang siyensiyang piksiyon.
How about another cup of coffee?	Isang tasa pa ng kape?
How do you write your last name?	Paano sinusulat ang apelyido mo?
How far is the next gas station?	Gaano kalayo ang sumusunod na estasyon ng gasolina?
How many languages do you speak?	Ilang wika ang marunong ka?
I am fed up with talking to her.	Sawa na akong kausapin siya.
I can't drink the beer any more.	Di ko na mainom ang serbesa.
I disagree with this completely.	Talagang hindi ako sumasang-ayon dito.
I don't believe they understood.	Isip kong hindi nila naintindihan.
